transaction_id,date,customer_id,age_group,gender,region,income_bracket,category_l1,category_l2,category_l3,retailer,brand,product_name,quantity,price
4018,2024-11-03,C3408,35-44,Non-binary,West,$100k-$149k,Home & Garden,Decor,Lighting,The Home Depot,Weber,Weber Chandelier,1,180.43
4019,2024-08-09,C9249,35-44,Female,West,$150k+,Home & Garden,Appliances,Laundry,Best Buy,Weber,Weber Washer/Dryer Combo,3,706.29
4020,2024-01-13,C6406,65+,Non-binary,Northeast,$150k+,Home & Garden,Furniture,Dining Room,Lowes,Nexgrill,Nexgrill Dining Table,2,248.71
4021,2024-06-30,C7502,25-34,Male,West,$50k-$74k,Apparel & Accessories,Accessories,Jewelry,Walmart,Nike,Nike Silver Necklace,2,222.41
4022,2024-11-03,C2596,35-44,Male,Northeast,$50k-$74k,Home & Garden,Decor,Lighting,Target,Nexgrill,Nexgrill Pendant Light,3,94.49
4023,2024-09-14,C1035,18-24,Non-binary,Northeast,$75k-$99k,Home & Garden,Appliances,Kitchen,Target,Nexgrill,Nexgrill Refrigerator,3,748.81
4024,2024-03-31,C9320,45-54,Non-binary,Southwest,$25k-$49k,Home & Garden,Decor,Wall Art,Best Buy,Ashley,Ashley Canvas Print,3,678.23
4025,2024-05-12,C2162,65+,Male,Northeast,$150k+,Home & Garden,Decor,Lighting,Lowes,Nexgrill,Nexgrill Chandelier,1,369.49
4026,2024-12-10,C1532,25-34,Non-binary,Northeast,$25k-$49k,Electronics,Computers,Tablets,Walmart,Apple,Apple Galaxy Tab,1,507.73
4027,2024-02-23,C5074,25-34,Non-binary,Northeast,$25k-$49k,Home & Garden,Furniture,Living Room,Best Buy,Scotts,Scotts Coffee Table,1,900.53
4028,2024-01-01,C5407,35-44,Male,West,$25k-$49k,Apparel & Accessories,Clothing,Bottoms,Best Buy,Nike,Nike Yoga Pants,1,51.81
4029,2024-04-03,C3184,65+,Non-binary,Midwest,$50k-$74k,Apparel & Accessories,Shoes,Athletic,Walmart,Adidas,Adidas Basketball Shoes,3,49.59
4030,2024-07-05,C7463,65+,Male,Southeast,$50k-$74k,Electronics,Computers,Tablets,Walmart,Sony,Sony iPad Pro,3,822.38
4031,2024-07-09,C3452,18-24,Male,Southeast,$150k+,Home & Garden,Decor,Rugs,Best Buy,Nexgrill,Nexgrill Area Rug,3,803.43
4032,2024-06-17,C9765,35-44,Non-binary,Midwest,$75k-$99k,Apparel & Accessories,Accessories,Watches,Best Buy,Cole Haan,Cole Haan Smartwatch,3,161.73
4033,2024-02-04,C8298,45-54,Female,Northeast,$150k+,Electronics,Audio,Speakers,Lowes,Bose,Bose Echo Studio,1,237.58
4034,2024-04-01,C6575,25-34,Non-binary,Southwest,$25k-$49k,Home & Garden,Furniture,Dining Room,Lowes,Nexgrill,Nexgrill Dining Table,2,337.07
4035,2024-06-28,C1097,35-44,Male,Southwest,$25k-$49k,Apparel & Accessories,Shoes,Formal,Best Buy,Coach,Coach Oxford Shoes,3,283.35
4036,2024-05-30,C3234,55-64,Female,Southeast,$25k-$49k,Home & Garden,Appliances,Laundry,The Home Depot,Ashley,Ashley Washer,2,326.77
4037,2024-12-21,C1023,25-34,Non-binary,West,$75k-$99k,Apparel & Accessories,Shoes,Casual,Best Buy,Nike,Nike Canvas Shoes,3,229.11
4038,2024-08-19,C1358,65+,Female,Southeast,$50k-$74k,Electronics,Mobile Devices,Smartphones,Target,Sony,Sony Galaxy S24,1,853.64
4039,2024-09-19,C2456,55-64,Non-binary,Midwest,$150k+,Apparel & Accessories,Clothing,Bottoms,Dicks,Cole Haan,Cole Haan Yoga Pants,2,217.76
4040,2024-12-14,C7680,25-34,Female,Southeast,$50k-$74k,Home & Garden,Appliances,Kitchen,Walmart,Nexgrill,Nexgrill Microwave,1,575.75
4041,2024-02-01,C4927,18-24,Female,Northeast,$50k-$74k,Home & Garden,Furniture,Living Room,Target,Weber,Weber TV Stand,1,472.92
4042,2024-02-08,C4543,45-54,Non-binary,Midwest,$150k+,Apparel & Accessories,Accessories,Watches,The Home Depot,Adidas,Adidas Chronograph Watch,3,198.14
4043,2024-01-11,C7850,45-54,Female,Midwest,$150k+,Home & Garden,Furniture,Living Room,The Home Depot,Ashley,Ashley Sofa Set,2,819.01
4044,2024-03-02,C4878,45-54,Non-binary,Midwest,$150k+,Electronics,Computers,Desktops,Walmart,Apple,Apple Workstation,3,544.87
4045,2024-05-17,C6985,65+,Male,Northeast,$25k-$49k,Apparel & Accessories,Clothing,Dresses,Target,Cole Haan,Cole Haan Evening Gown,1,151.72
4046,2024-01-25,C5402,65+,Female,Southeast,$75k-$99k,Home & Garden,Decor,Lighting,Target,Scotts,Scotts Floor Lamp,3,496.09
4047,2024-06-16,C1017,18-24,Female,Northeast,$50k-$74k,Electronics,Audio,Speakers,The Home Depot,Sony,Sony HomePod,1,561.27
4048,2024-10-13,C5718,45-54,Non-binary,Northeast,$75k-$99k,Apparel & Accessories,Clothing,Dresses,Target,Coach,Coach Summer Maxi,2,104.95
4049,2024-12-03,C3496,35-44,Female,Midwest,$75k-$99k,Home & Garden,Appliances,Kitchen,Walmart,Scotts,Scotts Dishwasher,3,346.94
4050,2024-07-03,C8075,45-54,Male,West,$25k-$49k,Home & Garden,Furniture,Dining Room,Walmart,Scotts,Scotts Dining Table,2,539.04
4051,2024-07-21,C2168,25-34,Male,Midwest,$150k+,Apparel & Accessories,Accessories,Watches,Dicks,Coach,Coach Dress Watch,3,94.16
4052,2024-02-04,C1590,25-34,Non-binary,Southeast,$150k+,Apparel & Accessories,Shoes,Casual,Target,North Face,North Face Loafers,1,84.02
4053,2024-08-20,C7022,55-64,Non-binary,Southwest,$100k-$149k,Electronics,Audio,Speakers,Lowes,Bose,Bose Echo Studio,2,1222.86
4054,2024-09-15,C5452,45-54,Male,Midwest,$150k+,Home & Garden,Furniture,Bedroom,Target,Traeger,Traeger Mattress,2,693.21
4055,2024-12-08,C1442,25-34,Male,West,$150k+,Apparel & Accessories,Accessories,Bags,Lowes,North Face,North Face Crossbody Bag,3,133.89
4056,2024-11-12,C6931,35-44,Non-binary,Midwest,$100k-$149k,Electronics,Computers,Tablets,Target,Apple,Apple Fire HD,1,983.18
4057,2024-08-09,C8577,65+,Male,Northeast,$25k-$49k,Home & Garden,Decor,Lighting,The Home Depot,Ashley,Ashley Floor Lamp,1,945.56
4058,2024-03-17,C9473,18-24,Female,Southeast,$50k-$74k,Home & Garden,Decor,Lighting,Target,Ashley,Ashley Chandelier,1,226.18
4059,2024-09-27,C2069,18-24,Female,Midwest,$75k-$99k,Apparel & Accessories,Clothing,Bottoms,Lowes,Adidas,Adidas Athletic Shorts,2,30.54
4060,2024-12-10,C2835,35-44,Male,Southwest,$150k+,Home & Garden,Appliances,Laundry,Walmart,Traeger,Traeger Washer,1,412.5
4061,2024-05-19,C2153,65+,Non-binary,Northeast,$75k-$99k,Electronics,Computers,Desktops,Walmart,Sony,Sony Gaming PC,2,1328.62
4062,2024-04-15,C5305,65+,Non-binary,Northeast,$75k-$99k,Apparel & Accessories,Clothing,Outerwear,Walmart,North Face,North Face Winter Parka,3,178.84
4063,2024-08-15,C6979,65+,Non-binary,Southeast,$75k-$99k,Apparel & Accessories,Clothing,Bottoms,Lowes,North Face,North Face Chino Pants,2,255.58
4064,2024-10-17,C9095,55-64,Female,Midwest,$150k+,Electronics,Mobile Devices,Smartwatches,Best Buy,Apple,Apple Apple Watch,3,1322.42
4065,2024-04-20,C8445,65+,Female,Southeast,$150k+,Apparel & Accessories,Clothing,Tops,Dicks,Cole Haan,Cole Haan Workout Shirt,2,28.26
4066,2024-12-21,C6141,45-54,Male,West,$50k-$74k,Home & Garden,Furniture,Living Room,Best Buy,Traeger,Traeger Recliner,1,704.6
4067,2024-01-06,C9951,18-24,Male,Southwest,$75k-$99k,Home & Garden,Decor,Rugs,Target,Traeger,Traeger Area Rug,3,465.37
4068,2024-07-31,C9573,55-64,Non-binary,West,$50k-$74k,Electronics,Mobile Devices,Smartphones,Target,Dell,Dell iPhone 15,1,1457.13
4069,2024-08-14,C6120,45-54,Female,West,$50k-$74k,Electronics,Computers,Laptops,Lowes,Bose,Bose Chromebook,3,650.49
4070,2024-11-04,C4492,55-64,Non-binary,Southeast,$50k-$74k,Apparel & Accessories,Clothing,Outerwear,Walmart,Coach,Coach Rain Jacket,2,69.23
4071,2024-12-18,C9417,18-24,Female,Southeast,$150k+,Electronics,Computers,Laptops,Best Buy,Apple,Apple MacBook Air,2,578.85
4072,2024-08-28,C1938,55-64,Non-binary,West,$25k-$49k,Home & Garden,Decor,Wall Art,Best Buy,Ashley,Ashley Photo Frames,3,109.34
4073,2024-05-18,C3524,25-34,Male,Southeast,$75k-$99k,Apparel & Accessories,Accessories,Jewelry,Walmart,North Face,North Face Watch,2,81.98
4074,2024-02-28,C2129,55-64,Female,West,$100k-$149k,Electronics,Computers,Desktops,Best Buy,Bose,Bose All-in-One,1,888.48
4075,2024-12-28,C6564,45-54,Non-binary,Northeast,$25k-$49k,Electronics,Mobile Devices,Smartwatches,Best Buy,Bose,Bose Galaxy Watch,3,365.95
4076,2024-10-24,C9656,65+,Male,Midwest,$50k-$74k,Electronics,Mobile Devices,Smartwatches,The Home Depot,Samsung,Samsung Garmin,2,1137.68
4077,2024-08-27,C5796,45-54,Male,Southwest,$25k-$49k,Home & Garden,Decor,Lighting,Target,Nexgrill,Nexgrill Pendant Light,3,449.8
4078,2024-09-20,C7687,55-64,Female,Southwest,$50k-$74k,Apparel & Accessories,Accessories,Jewelry,The Home Depot,Adidas,Adidas Watch,3,197.87
4079,2024-02-24,C4075,25-34,Male,Northeast,$100k-$149k,Home & Garden,Decor,Wall Art,Target,Traeger,Traeger Metal Wall Art,1,74.91
4080,2024-07-29,C9170,18-24,Non-binary,Southwest,$150k+,Electronics,Mobile Devices,Smartwatches,Target,Dell,Dell Apple Watch,3,1462.66
4081,2024-09-16,C8697,55-64,Male,Midwest,$25k-$49k,Home & Garden,Furniture,Dining Room,Lowes,Weber,Weber Buffet,1,394.82
4082,2024-10-19,C7623,25-34,Male,Midwest,$25k-$49k,Home & Garden,Decor,Rugs,Dicks,Nexgrill,Nexgrill Bath Mat,2,602.65
4083,2024-08-24,C9616,35-44,Female,Southwest,$50k-$74k,Electronics,Computers,Laptops,Dicks,Samsung,Samsung ThinkPad X1,3,369.8
4084,2024-01-06,C2668,45-54,Female,Southeast,$50k-$74k,Apparel & Accessories,Accessories,Watches,Best Buy,Adidas,Adidas Dress Watch,2,168.93
4085,2024-07-26,C2240,55-64,Non-binary,Southeast,$25k-$49k,Apparel & Accessories,Shoes,Athletic,Target,Nike,Nike Tennis Shoes,1,291.8
4086,2024-11-19,C3118,35-44,Non-binary,West,$50k-$74k,Home & Garden,Appliances,Laundry,The Home Depot,Traeger,Traeger Steam Iron,1,814.6
4087,2024-03-21,C1122,35-44,Non-binary,Northeast,$25k-$49k,Apparel & Accessories,Shoes,Athletic,The Home Depot,Adidas,Adidas Basketball Shoes,3,63.08
4088,2024-04-10,C7195,45-54,Female,Northeast,$100k-$149k,Electronics,Computers,Laptops,Target,Samsung,Samsung MacBook Air,3,1421.61
4089,2024-07-21,C1754,65+,Female,Southwest,$100k-$149k,Apparel & Accessories,Shoes,Athletic,Walmart,Nike,Nike Basketball Shoes,3,99.02
4090,2024-10-28,C1773,65+,Non-binary,Southeast,$25k-$49k,Home & Garden,Appliances,Kitchen,Walmart,Traeger,Traeger Gas Range,2,444.66
4091,2024-07-10,C9857,35-44,Non-binary,West,$75k-$99k,Apparel & Accessories,Shoes,Casual,Dicks,Adidas,Adidas Canvas Shoes,1,62.2
4092,2024-07-29,C2590,45-54,Male,Southeast,$100k-$149k,Apparel & Accessories,Shoes,Formal,Walmart,Cole Haan,Cole Haan Dress Boots,1,263.65
4093,2024-01-23,C6226,45-54,Male,Southeast,$25k-$49k,Home & Garden,Decor,Lighting,Target,Weber,Weber Floor Lamp,2,418.39
4094,2024-01-22,C2987,18-24,Male,Northeast,$100k-$149k,Electronics,Mobile Devices,Smartwatches,Dicks,Sony,Sony Galaxy Watch,3,940.1
4095,2024-11-20,C6522,55-64,Female,Northeast,$150k+,Apparel & Accessories,Shoes,Casual,Lowes,Cole Haan,Cole Haan Slip-on Sneakers,3,211.33
4096,2024-09-10,C3906,25-34,Non-binary,Southwest,$100k-$149k,Home & Garden,Appliances,Kitchen,Best Buy,Traeger,Traeger Dishwasher,1,262.71
4097,2024-10-15,C3969,35-44,Male,Southeast,$25k-$49k,Home & Garden,Furniture,Bedroom,The Home Depot,Ashley,Ashley Mattress,2,753.17
4098,2024-09-28,C4163,25-34,Male,Southwest,$25k-$49k,Apparel & Accessories,Shoes,Formal,Target,Adidas,Adidas Heels,1,143.22
4099,2024-05-03,C4831,65+,Male,Midwest,$100k-$149k,Electronics,Audio,Speakers,Best Buy,Apple,Apple SoundLink,1,1425.64
4100,2024-05-02,C3691,45-54,Male,Midwest,$100k-$149k,Electronics,Computers,Tablets,Dicks,Dell,Dell Galaxy Tab,1,1001.82
4101,2024-05-07,C7315,45-54,Female,Southwest,$25k-$49k,Apparel & Accessories,Clothing,Outerwear,Walmart,Coach,Coach Rain Jacket,2,288.42
4102,2024-01-25,C8280,65+,Non-binary,West,$25k-$49k,Home & Garden,Furniture,Bedroom,Lowes,Weber,Weber Bed Frame,1,263.3
4103,2024-07-26,C2672,18-24,Non-binary,Southwest,$50k-$74k,Apparel & Accessories,Clothing,Outerwear,Walmart,North Face,North Face Rain Jacket,3,119.91
4104,2024-12-14,C5293,25-34,Male,Southwest,$100k-$149k,Home & Garden,Furniture,Dining Room,Walmart,Ashley,Ashley Buffet,2,73.87
4105,2024-04-29,C7204,65+,Male,Southeast,$100k-$149k,Home & Garden,Appliances,Laundry,Walmart,Nexgrill,Nexgrill Washer/Dryer Combo,2,142.12
4106,2024-07-12,C1425,65+,Female,Southwest,$75k-$99k,Apparel & Accessories,Accessories,Jewelry,Lowes,Cole Haan,Cole Haan Diamond Earrings,1,198.87
4107,2024-06-28,C1092,25-34,Male,Southwest,$100k-$149k,Apparel & Accessories,Accessories,Watches,Best Buy,Coach,Coach Chronograph Watch,2,204.13
4108,2024-02-24,C3207,55-64,Male,West,$75k-$99k,Apparel & Accessories,Clothing,Dresses,Dicks,Nike,Nike Cocktail Dress,1,185.37
4109,2024-02-05,C6575,55-64,Female,Southeast,$25k-$49k,Home & Garden,Decor,Lighting,Walmart,Traeger,Traeger Table Lamp,3,869.14
4110,2024-04-21,C8226,65+,Non-binary,Southwest,$50k-$74k,Electronics,Mobile Devices,Smartphones,Best Buy,Bose,Bose iPhone 15,3,1127.71
4111,2024-10-21,C9882,55-64,Non-binary,Southwest,$100k-$149k,Apparel & Accessories,Accessories,Jewelry,Dicks,Nike,Nike Watch,1,86.82
4112,2024-04-06,C4539,65+,Non-binary,West,$150k+,Apparel & Accessories,Accessories,Jewelry,Walmart,Cole Haan,Cole Haan Gold Bracelet,2,76.57
4113,2024-12-06,C5772,35-44,Female,Northeast,$100k-$149k,Apparel & Accessories,Clothing,Outerwear,The Home Depot,Nike,Nike Rain Jacket,3,95.32
4114,2024-04-26,C9772,18-24,Female,Southeast,$25k-$49k,Apparel & Accessories,Accessories,Jewelry,The Home Depot,Coach,Coach Gold Bracelet,1,155.68
4115,2024-11-15,C9380,18-24,Male,Southwest,$50k-$74k,Home & Garden,Decor,Wall Art,The Home Depot,Scotts,Scotts Mirrors,1,575.34
4116,2024-05-07,C6649,55-64,Female,Northeast,$50k-$74k,Home & Garden,Furniture,Living Room,Lowes,Traeger,Traeger Sofa Set,2,278.9
4117,2024-07-24,C5194,35-44,Male,West,$75k-$99k,Home & Garden,Furniture,Living Room,Target,Weber,Weber Recliner,2,966.59
4118,2024-11-30,C4137,25-34,Female,Southwest,$75k-$99k,Home & Garden,Appliances,Laundry,Target,Ashley,Ashley Dryer,2,489.05
4119,2024-12-26,C9183,25-34,Male,Southwest,$150k+,Home & Garden,Decor,Wall Art,Best Buy,Scotts,Scotts Mirrors,1,259.45
4120,2024-05-24,C7684,55-64,Non-binary,Midwest,$50k-$74k,Electronics,Audio,Headphones,Dicks,Dell,Dell Buds Pro,2,304.0
4121,2024-10-17,C8391,35-44,Male,Midwest,$50k-$74k,Apparel & Accessories,Shoes,Formal,Lowes,Coach,Coach Loafers,1,37.83
4122,2024-05-16,C3650,55-64,Female,Southwest,$100k-$149k,Home & Garden,Appliances,Kitchen,Best Buy,Weber,Weber Dishwasher,2,505.7
4123,2024-01-26,C5044,55-64,Non-binary,Southeast,$25k-$49k,Electronics,Computers,Tablets,Best Buy,Apple,Apple iPad Pro,1,1429.97
4124,2024-10-31,C2260,25-34,Female,West,$100k-$149k,Home & Garden,Appliances,Laundry,Target,Scotts,Scotts Dryer,2,605.74
4125,2024-09-17,C7282,18-24,Female,West,$50k-$74k,Home & Garden,Decor,Wall Art,Lowes,Scotts,Scotts Photo Frames,2,407.55
4126,2024-08-29,C9152,65+,Female,Northeast,$25k-$49k,Apparel & Accessories,Shoes,Formal,Lowes,North Face,North Face Dress Boots,3,221.09
4127,2024-04-29,C6655,45-54,Female,West,$150k+,Apparel & Accessories,Shoes,Athletic,Lowes,Nike,Nike Running Shoes,3,100.76
4128,2024-03-05,C6796,25-34,Male,Southeast,$75k-$99k,Apparel & Accessories,Accessories,Jewelry,Target,Cole Haan,Cole Haan Gold Bracelet,2,261.85
4129,2024-04-09,C3923,55-64,Male,Southeast,$25k-$49k,Apparel & Accessories,Clothing,Dresses,The Home Depot,North Face,North Face Evening Gown,3,109.14
4130,2024-05-24,C1999,45-54,Male,Southwest,$100k-$149k,Apparel & Accessories,Shoes,Formal,Lowes,North Face,North Face Heels,2,217.21
4131,2024-12-26,C4646,18-24,Male,West,$25k-$49k,Home & Garden,Furniture,Living Room,Lowes,Ashley,Ashley Coffee Table,1,435.27
4132,2024-06-03,C7265,45-54,Female,Midwest,$150k+,Electronics,Computers,Tablets,Lowes,Dell,Dell Galaxy Tab,1,1408.48
4133,2024-05-13,C9955,18-24,Female,Southwest,$75k-$99k,Electronics,Audio,Speakers,Lowes,Dell,Dell HomePod,2,536.01
4134,2024-09-10,C4641,65+,Non-binary,Northeast,$150k+,Home & Garden,Appliances,Kitchen,Walmart,Traeger,Traeger Refrigerator,3,610.6
4135,2024-12-19,C1196,25-34,Male,Southwest,$50k-$74k,Home & Garden,Decor,Wall Art,The Home Depot,Nexgrill,Nexgrill Canvas Print,2,271.06
4136,2024-06-10,C1437,65+,Male,Southeast,$50k-$74k,Electronics,Audio,Headphones,The Home Depot,Apple,Apple QC45,3,1354.44
4137,2024-09-15,C1736,45-54,Non-binary,Southeast,$75k-$99k,Apparel & Accessories,Clothing,Tops,Lowes,Nike,Nike Running Tank,3,43.71
4138,2024-05-10,C5869,55-64,Female,Midwest,$150k+,Apparel & Accessories,Clothing,Bottoms,Best Buy,Cole Haan,Cole Haan Slim Fit Jeans,2,171.15
4139,2024-07-03,C8853,35-44,Female,Southeast,$25k-$49k,Apparel & Accessories,Accessories,Watches,Lowes,Nike,Nike Dress Watch,2,112.8
4140,2024-01-05,C1981,55-64,Male,Northeast,$75k-$99k,Electronics,Audio,Speakers,Walmart,Dell,Dell SoundLink,3,229.15
4141,2024-08-01,C7942,18-24,Male,Northeast,$50k-$74k,Electronics,Computers,Laptops,Dicks,Samsung,Samsung Chromebook,3,992.89
4142,2024-07-16,C1778,25-34,Female,Northeast,$100k-$149k,Home & Garden,Furniture,Bedroom,Best Buy,Ashley,Ashley Dresser,2,58.24
4143,2024-06-01,C8926,25-34,Female,Southwest,$150k+,Apparel & Accessories,Accessories,Jewelry,Best Buy,North Face,North Face Gold Bracelet,2,40.27
4144,2024-04-09,C1901,65+,Non-binary,Northeast,$25k-$49k,Electronics,Computers,Laptops,Dicks,Samsung,Samsung XPS 13,2,973.03
4145,2024-09-24,C7560,55-64,Non-binary,Northeast,$25k-$49k,Apparel & Accessories,Shoes,Casual,Dicks,Adidas,Adidas Slip-on Sneakers,2,230.31
4146,2024-09-20,C4543,35-44,Non-binary,Midwest,$50k-$74k,Home & Garden,Decor,Wall Art,Dicks,Weber,Weber Metal Wall Art,3,937.03
4147,2024-02-24,C6399,18-24,Male,Southwest,$25k-$49k,Electronics,Computers,Desktops,Walmart,Dell,Dell Workstation,2,974.37
4148,2024-03-14,C9697,45-54,Female,Southwest,$25k-$49k,Electronics,Computers,Laptops,The Home Depot,Bose,Bose Chromebook,1,280.63
4149,2024-11-30,C6008,45-54,Non-binary,Northeast,$25k-$49k,Apparel & Accessories,Accessories,Watches,The Home Depot,North Face,North Face Sports Watch,1,253.38
4150,2024-07-17,C9314,65+,Female,Northeast,$100k-$149k,Apparel & Accessories,Shoes,Casual,Walmart,Cole Haan,Cole Haan Loafers,1,204.28
4151,2024-08-31,C2327,18-24,Non-binary,Midwest,$100k-$149k,Apparel & Accessories,Shoes,Formal,Walmart,Coach,Coach Loafers,2,138.56
4152,2024-12-07,C6217,45-54,Non-binary,Southeast,$50k-$74k,Apparel & Accessories,Clothing,Dresses,Dicks,North Face,North Face Summer Maxi,2,23.57
4153,2024-12-09,C8038,18-24,Male,Southeast,$50k-$74k,Apparel & Accessories,Clothing,Outerwear,Target,Nike,Nike Rain Jacket,3,273.37
4154,2024-02-14,C5177,35-44,Non-binary,Southeast,$50k-$74k,Home & Garden,Appliances,Laundry,Dicks,Scotts,Scotts Washer,3,677.93
4155,2024-09-06,C1303,25-34,Non-binary,West,$100k-$149k,Home & Garden,Decor,Wall Art,The Home Depot,Scotts,Scotts Canvas Print,1,256.9
4156,2024-07-26,C9556,25-34,Non-binary,Northeast,$150k+,Home & Garden,Decor,Rugs,Lowes,Weber,Weber Area Rug,1,895.72
4157,2024-04-23,C2385,25-34,Male,Southeast,$25k-$49k,Electronics,Mobile Devices,Smartwatches,Best Buy,Sony,Sony Garmin,2,1141.86
4158,2024-12-22,C1509,18-24,Female,Northeast,$25k-$49k,Apparel & Accessories,Clothing,Outerwear,Target,Coach,Coach Windbreaker,2,243.67
4159,2024-08-25,C5602,65+,Female,Southeast,$50k-$74k,Home & Garden,Appliances,Kitchen,Lowes,Ashley,Ashley Dishwasher,2,301.13
4160,2024-03-30,C9975,55-64,Non-binary,Southeast,$50k-$74k,Apparel & Accessories,Accessories,Watches,Walmart,North Face,North Face Chronograph Watch,3,266.51
4161,2024-06-11,C5448,45-54,Non-binary,Southwest,$100k-$149k,Electronics,Audio,Speakers,Target,Apple,Apple HomePod,2,214.14
4162,2024-12-25,C2586,25-34,Male,Northeast,$75k-$99k,Electronics,Audio,Speakers,Walmart,Sony,Sony SoundLink,3,543.64
4163,2024-08-15,C1155,55-64,Non-binary,Northeast,$100k-$149k,Home & Garden,Furniture,Dining Room,Best Buy,Nexgrill,Nexgrill Buffet,3,205.08
4164,2024-04-17,C1812,25-34,Female,Southeast,$25k-$49k,Apparel & Accessories,Shoes,Casual,Dicks,Cole Haan,Cole Haan Slip-on Sneakers,1,191.73
4165,2024-05-26,C2101,55-64,Female,Southwest,$50k-$74k,Home & Garden,Appliances,Laundry,Walmart,Traeger,Traeger Steam Iron,2,240.07
4166,2024-12-29,C7620,45-54,Female,Midwest,$75k-$99k,Home & Garden,Decor,Wall Art,Target,Traeger,Traeger Canvas Print,2,838.8
4167,2024-05-25,C5567,65+,Non-binary,Southwest,$150k+,Home & Garden,Decor,Rugs,Walmart,Traeger,Traeger Area Rug,3,754.19
4168,2024-12-02,C4808,35-44,Non-binary,Northeast,$25k-$49k,Home & Garden,Furniture,Dining Room,Dicks,Ashley,Ashley Buffet,2,895.75
4169,2024-10-25,C5846,65+,Non-binary,Southeast,$25k-$49k,Apparel & Accessories,Accessories,Watches,Walmart,Nike,Nike Smartwatch,2,184.55
4170,2024-01-16,C2608,35-44,Female,Southeast,$150k+,Electronics,Audio,Speakers,Best Buy,Bose,Bose HomePod,2,1364.59
4171,2024-08-12,C9022,18-24,Female,Southwest,$150k+,Electronics,Computers,Laptops,Best Buy,Bose,Bose Chromebook,2,343.4
4172,2024-08-11,C7953,45-54,Female,Southwest,$100k-$149k,Home & Garden,Decor,Wall Art,Best Buy,Traeger,Traeger Photo Frames,1,160.53
4173,2024-08-29,C9347,55-64,Male,West,$100k-$149k,Home & Garden,Decor,Lighting,Dicks,Weber,Weber Pendant Light,2,800.39
4174,2024-09-30,C4956,45-54,Non-binary,Southwest,$100k-$149k,Home & Garden,Furniture,Bedroom,Lowes,Traeger,Traeger Mattress,1,225.37
4175,2024-05-29,C1789,18-24,Female,Northeast,$25k-$49k,Electronics,Mobile Devices,Smartwatches,The Home Depot,Bose,Bose Fitbit Sense,3,1385.46
4176,2024-01-08,C4358,45-54,Male,West,$150k+,Apparel & Accessories,Accessories,Bags,Dicks,Cole Haan,Cole Haan Tote Bag,3,175.39
4177,2024-06-07,C2029,45-54,Female,West,$150k+,Apparel & Accessories,Accessories,Jewelry,Dicks,Adidas,Adidas Silver Necklace,2,222.46
4178,2024-07-05,C1680,18-24,Non-binary,Northeast,$25k-$49k,Home & Garden,Appliances,Kitchen,Walmart,Ashley,Ashley Refrigerator,2,161.43
4179,2024-07-14,C9825,45-54,Female,Southeast,$50k-$74k,Electronics,Mobile Devices,Smartwatches,Dicks,Bose,Bose Fitbit Sense,2,502.07
4180,2024-12-25,C3875,35-44,Female,Southeast,$75k-$99k,Electronics,Audio,Speakers,Dicks,Dell,Dell SoundLink,2,1213.7
4181,2024-06-18,C3043,35-44,Non-binary,Southeast,$100k-$149k,Electronics,Audio,Speakers,Target,Apple,Apple Sonos One,2,870.07
4182,2024-04-09,C1780,55-64,Male,Southwest,$75k-$99k,Home & Garden,Decor,Lighting,Target,Nexgrill,Nexgrill Pendant Light,2,513.13
4183,2024-09-20,C1747,35-44,Male,Northeast,$100k-$149k,Apparel & Accessories,Shoes,Athletic,Target,Cole Haan,Cole Haan Running Shoes,3,108.61
4184,2024-05-20,C4437,18-24,Female,West,$50k-$74k,Home & Garden,Decor,Rugs,Lowes,Scotts,Scotts Area Rug,1,477.32
4185,2024-08-30,C1973,25-34,Male,Northeast,$25k-$49k,Apparel & Accessories,Accessories,Bags,Lowes,Coach,Coach Duffel Bag,1,68.07
4186,2024-09-01,C7500,65+,Non-binary,Midwest,$25k-$49k,Electronics,Computers,Laptops,Best Buy,Apple,Apple MacBook Air,2,603.33
4187,2024-10-09,C7541,35-44,Male,Midwest,$100k-$149k,Home & Garden,Furniture,Dining Room,The Home Depot,Traeger,Traeger Buffet,1,900.48
4188,2024-05-05,C9010,35-44,Male,Northeast,$25k-$49k,Home & Garden,Appliances,Laundry,Best Buy,Traeger,Traeger Washer,1,278.15
4189,2024-12-06,C9264,18-24,Non-binary,West,$150k+,Home & Garden,Decor,Lighting,The Home Depot,Nexgrill,Nexgrill Chandelier,2,775.07
4190,2024-06-30,C7198,25-34,Male,Southeast,$25k-$49k,Home & Garden,Decor,Rugs,Target,Ashley,Ashley Outdoor Rug,1,296.32
4191,2024-04-19,C2784,65+,Female,Midwest,$100k-$149k,Apparel & Accessories,Accessories,Watches,Lowes,Cole Haan,Cole Haan Smartwatch,2,235.54
4192,2024-08-10,C6382,55-64,Female,Northeast,$25k-$49k,Electronics,Mobile Devices,Smartphones,Walmart,Bose,Bose iPhone 15,2,733.47
4193,2024-07-16,C3652,65+,Female,Midwest,$25k-$49k,Electronics,Computers,Tablets,Best Buy,Apple,Apple Galaxy Tab,3,1380.47
4194,2024-10-11,C5225,25-34,Male,Northeast,$25k-$49k,Apparel & Accessories,Clothing,Outerwear,Best Buy,North Face,North Face Windbreaker,2,66.39
4195,2024-08-18,C3221,45-54,Non-binary,Northeast,$75k-$99k,Electronics,Mobile Devices,Smartphones,Best Buy,Apple,Apple Pixel 8,2,881.45
